iter	RMSE
3216	34751.81752
3217	34750.58297
3218	34750.29692
3219	34750.02983
3220	34748.51466
3221	34747.1301
3222	34746.54183
3223	34746.07058
3224	34744.32491
3225	34743.67197
3226	34740.10066
3227	34734.34844
3228	34733.71391
3229	34733.5546
3230	34732.43041
3231	34731.63525
3232	34728.5943
3233	34727.38181
3234	34727.18814
3235	34722.60494
3236	34722.49965
3237	34720.88002
3238	34719.77928
3239	34715.72148
3240	34714.34447
3241	34713.91433
3242	34712.2006
3243	34712.06867
3244	34709.49558
3245	34704.36289
3246	34704.19778
3247	34703.71398
3248	34702.37762
3249	34701.86651
3250	34699.90441
3251	34699.8302
3252	34698.57724
3253	34693.51164
3254	34688.24003
3255	34688.18873
3256	34688.05383
3257	34687.15884
3258	34684.88522
3259	34684.47461
3260	34682.98217
3261	34682.33356
3262	34680.54039
3263	34677.01199
3264	34674.07306
3265	34672.27748
3266	34670.45352
3267	34670.17677
3268	34665.83084
3269	34663.72626
3270	34663.46829
3271	34663.21334
3272	34662.63417
3273	34662.07961
3274	34660.51011
3275	34660.35604
3276	34659.6943
3277	34659.04185
3278	34657.11388
3279	34656.48403
3280	34654.52806
3281	34653.40991
3282	34652.39428
3283	34647.23663
3284	34646.73152
3285	34646.58675
3286	34646.1456
3287	34641.46583
3288	34639.05842
3289	34638.84907
3290	34638.45573
3291	34636.62176
3292	34636.04918
3293	34634.227
3294	34624.14048
3295	34621.323
3296	34618.60286
3297	34613.25052
3298	34612.3818
3299	34608.49661
3300	34607.41942
3301	34603.69532
3302	34600.13237
3303	34596.25095
3304	34594.60159
3305	34594.14598
3306	34591.44552
3307	34590.64627
3308	34589.7287
3309	34589.10427
3310	34583.76075
3311	34583.07222
3312	34582.36965
3313	34575.31089
3314	34571.85968
3315	34566.42762
3316	34565.46487
3317	34562.51761
3318	34560.58724
3319	34559.35239
3320	34556.35137
3321	34556.03721
3322	34554.28835
3323	34552.23779
3324	34550.18885
3325	34549.56549
3326	34545.27367
3327	34542.61533
3328	34542.03298
3329	34541.53238
3330	34539.25943
3331	34536.65876
3332	34534.18707
3333	34533.32465
3334	34532.18923
3335	34529.76474
3336	34528.86047
3337	34526.66549
3338	34523.91814
3339	34522.36667
3340	34521.29407
3341	34520.04405
3342	34518.19063
3343	34517.45032
3344	34514.51337
3345	34512.08804
3346	34510.80783
3347	34508.08034
3348	34506.72858
3349	34505.01091
3350	34503.66431
3351	34503.45724
3352	34502.86881
3353	34502.24726
3354	34501.53138
3355	34497.6496
3356	34495.65617
3357	34491.53745
3358	34490.40186
3359	34487.10913
3360	34486.40325
3361	34485.33941
3362	34483.99468
3363	34483.95974
3364	34483.58397
3365	34483.44992
3366	34478.05518
3367	34475.55814
3368	34475.50884
3369	34473.58855
3370	34472.01994
3371	34470.89105
3372	34466.53116
3373	34463.55895
3374	34460.44091
3375	34459.47001
3376	34458.99234
3377	34458.25638
3378	34456.32007
3379	34456.12008
3380	34451.95262
3381	34446.38201
3382	34443.80551
3383	34438.32858
3384	34432.66643
3385	34432.17976
3386	34428.44441
3387	34427.48102
3388	34424.12215
3389	34423.75712
3390	34418.33019
3391	34416.82904
3392	34415.85719
3393	34412.85016
3394	34409.10842
3395	34405.70978
3396	34404.76657
3397	34402.71073
3398	34402.36885
3399	34397.52258
3400	34393.99226
3401	34390.49821
3402	34386.60573
3403	34384.70611
3404	34382.61529
3405	34381.72971
3406	34381.14455
3407	34378.8226
3408	34377.95507
3409	34373.00275
3410	34372.01582
3411	34369.2813
3412	34364.44301
3413	34362.66273
3414	34362.51733
3415	34358.21963
3416	34356.61918
3417	34355.00862
3418	34354.94371
3419	34350.7829
3420	34348.89039
3421	34346.73836
3422	34345.92721
3423	34344.06774
3424	34344.03216
3425	34342.95321
3426	34341.98656
3427	34339.978
3428	34339.24216
3429	34337.91139
3430	34335.99191
3431	34334.81902
3432	34331.19806
3433	34329.27234
3434	34328.85203
3435	34325.62478
3436	34321.48064
3437	34320.1554
3438	34318.54736
3439	34317.55348
3440	34313.62536
3441	34312.0373
3442	34310.61966
3443	34308.93784
3444	34308.08367
3445	34306.84959
3446	34306.27034
3447	34304.45217
3448	34303.97512
3449	34302.33569
3450	34302.12839
3451	34301.93312
3452	34300.67369
3453	34297.40771
3454	34296.70936
3455	34296.58008
3456	34293.95472
3457	34285.2695
3458	34282.48783
3459	34280.37218
3460	34277.01571
3461	34276.6256
3462	34272.94386
3463	34269.67619
3464	34264.75089
3465	34259.4962
3466	34256.53865
3467	34254.59293
3468	34254.26992
3469	34254.08713
3470	34253.85545
3471	34250.09527
3472	34249.83668
3473	34245.18947
3474	34243.6045
3475	34243.26156
3476	34241.7181
3477	34234.04667
3478	34230.46086
3479	34230.16372
3480	34228.80545
3481	34224.37525
3482	34223.82809
3483	34223.70902
3484	34223.38851
3485	34222.3723
3486	34220.83661
3487	34220.38652
3488	34219.37127
3489	34217.67261
3490	34215.37334
3491	34214.65554
3492	34211.4163
3493	34210.62642
3494	34209.6647
3495	34209.46584
3496	34208.62543
3497	34205.29894
3498	34203.15853
3499	34198.37815
3500	34196.15843
3501	34195.8343
3502	34194.81514
3503	34194.09941
3504	34193.22712
3505	34192.62452
3506	34188.83295
3507	34186.92008
3508	34185.93593
3509	34181.63959
3510	34181.19997
3511	34179.69129
3512	34178.88013
3513	34178.00979
3514	34176.952
3515	34176.74504
3516	34173.67542
3517	34173.10272
3518	34172.40358
3519	34171.67308
3520	34169.4313
3521	34168.32574
3522	34167.95555
3523	34166.9266
3524	34165.48582
3525	34162.61288
3526	34162.24901
3527	34162.13128
3528	34160.95364
3529	34157.57516
3530	34154.36542
3531	34154.06024
3532	34153.99864
3533	34152.3615
3534	34151.80981
3535	34151.26598
3536	34148.95084
3537	34146.27904
3538	34144.97979
3539	34143.70602
3540	34141.61367
3541	34141.2435
3542	34139.07835
3543	34138.34574
3544	34135.24581
3545	34134.54742
3546	34132.42849
3547	34128.62484
3548	34127.8824
3549	34125.95024
3550	34124.18163
3551	34123.61841
3552	34122.86067
3553	34120.69845
3554	34120.33942
3555	34117.40266
3556	34111.50514
3557	34109.02662
3558	34108.06477
3559	34106.4341
3560	34104.70076
3561	34101.20336
3562	34100.45635
3563	34100.05497
3564	34097.66687
3565	34093.61917
3566	34086.61097
3567	34084.2423
3568	34082.91829
3569	34082.07132
3570	34081.0764
3571	34079.87921
3572	34077.7452
3573	34076.55868
3574	34075.23107
3575	34074.36306
3576	34074.24081
3577	34072.74243
3578	34071.63738
3579	34070.7181
3580	34070.27448
3581	34063.06046
3582	34062.27109
3583	34059.15782
3584	34057.8853
3585	34057.07343
3586	34056.9638
3587	34055.94008
3588	34049.3971
3589	34048.41084
3590	34047.30397
3591	34046.90938
3592	34046.65051
3593	34045.79171
3594	34043.98505
3595	34039.47582
3596	34036.8198
3597	34033.82497
3598	34033.43908
3599	34032.94957
3600	34031.54123
3601	34030.72914
3602	34028.71841
3603	34024.19878
3604	34023.46334
3605	34023.11963
3606	34021.0286
3607	34020.11617
3608	34018.58091
3609	34016.51963
3610	34015.70106
3611	34013.2549
3612	34012.12302
3613	34010.77144
3614	34009.44513
3615	34008.54897
3616	34005.51167
3617	34004.24854
3618	34003.58159
3619	34000.32174
3620	33998.35005
3621	33995.53679
3622	33995.12667
3623	33992.79871
3624	33991.78208
3625	33991.2592
3626	33989.41436
3627	33989.31978
3628	33988.04387
3629	33984.50354
3630	33983.17091
3631	33983.01307
3632	33982.95137
3633	33977.46554
3634	33976.2215
3635	33975.24789
3636	33972.85122
3637	33971.81221
3638	33969.11952
3639	33967.67721
3640	33966.08498
3641	33965.9866
3642	33963.6349
3643	33962.64797
3644	33962.32573
3645	33958.11833
3646	33955.91764
3647	33955.50508
3648	33955.19855
3649	33954.2116
3650	33954.12056
3651	33950.99923
3652	33950.56226
3653	33949.94091
3654	33947.55553
3655	33946.8633
3656	33944.14415
3657	33943.21505
3658	33941.70704
3659	33941.05996
3660	33940.43576
3661	33939.28079
3662	33937.07189
3663	33935.33878
3664	33934.26114
3665	33933.80703
3666	33933.29387
3667	33927.23254
3668	33926.40718
3669	33924.19986
3670	33923.05824
3671	33920.60477
3672	33914.89681
3673	33912.07253
3674	33911.21711
3675	33909.65894
3676	33908.42124
3677	33906.48162
3678	33903.9649
3679	33901.18517
3680	33901.08957
3681	33898.60507
3682	33897.3281
3683	33893.60906
3684	33893.03078
3685	33892.19908
3686	33889.68006
3687	33889.17251
3688	33888.20101
3689	33885.2833
3690	33885.16925
3691	33880.45873
3692	33879.45842
3693	33877.97434
3694	33872.8519
3695	33866.89936
3696	33865.61957
3697	33864.99826
3698	33864.52895
3699	33864.09474
3700	33861.30494
3701	33859.35357
3702	33857.15411
3703	33853.68174
3704	33852.18746
3705	33852.17525
3706	33851.35777
3707	33849.24989
3708	33845.43833
3709	33844.29494
3710	33844.13904
3711	33843.33206
3712	33843.24729
3713	33840.6681
3714	33839.00288
3715	33837.24999
3716	33834.93767
3717	33832.23729
3718	33830.89931
3719	33827.52063
3720	33823.84295
3721	33822.84683
3722	33815.61489
3723	33810.55865
3724	33806.81015
3725	33801.70997
3726	33800.74067
3727	33800.626
3728	33798.73262
3729	33796.78955
3730	33796.2276
3731	33792.77731
3732	33792.63736
3733	33791.84676
3734	33788.49712
3735	33785.20203
3736	33784.40873
3737	33783.71568
3738	33778.3502
3739	33774.48882
3740	33773.12427
3741	33772.10183
3742	33768.04355
3743	33762.62796
3744	33761.42127
3745	33758.35157
3746	33755.3729
3747	33753.38358
3748	33751.97866
3749	33748.2986
3750	33747.94167
3751	33746.76088
3752	33744.26004
3753	33742.68815
3754	33740.33154
3755	33738.70843
3756	33738.08914
3757	33736.89713
3758	33734.9891
3759	33734.30178
3760	33730.431
3761	33730.2951
3762	33725.64943
3763	33717.0566
3764	33716.32093
3765	33716.22994
3766	33712.51606
3767	33709.68448
3768	33709.18689
3769	33708.17368
3770	33707.37229
3771	33701.63296
3772	33697.99195
3773	33696.34689
3774	33695.90871
3775	33695.04623
3776	33694.87585
3777	33694.83721
3778	33694.3802
3779	33691.19852
3780	33691.11265
3781	33686.73743
3782	33686.39793
3783	33682.37411
3784	33681.93344
3785	33681.18182
3786	33680.80204
3787	33676.07708
3788	33674.68644
3789	33674.38442
3790	33673.8984
3791	33668.15958
3792	33667.85737
3793	33665.81851
3794	33665.16445
3795	33664.76921
3796	33664.04189
3797	33662.76258
3798	33661.69667
3799	33657.59833
3800	33656.33624
3801	33655.66828
3802	33655.09488
3803	33653.09596
3804	33652.64068
3805	33651.93008
3806	33647.94063
3807	33643.08212
3808	33640.4768
3809	33636.6349
3810	33635.16799
3811	33628.4532
3812	33626.87302
3813	33626.53476
3814	33622.23026
3815	33622.01448
3816	33621.48389
3817	33618.9819
3818	33617.38642
3819	33613.87314
3820	33613.14101
3821	33610.79061
3822	33608.76534
3823	33606.99447
3824	33605.6277
3825	33604.8814
3826	33602.16369
3827	33599.79017
3828	33599.67898
3829	33597.20895
3830	33595.10833
3831	33593.38259
3832	33591.46009
3833	33589.65912
3834	33587.51054
3835	33586.98443
3836	33585.58839
3837	33583.69291
3838	33581.50571
3839	33578.8941
3840	33575.55401
3841	33574.84193
3842	33573.8616
3843	33573.83955
3844	33570.6462
3845	33568.68705
3846	33564.94018
3847	33563.79329
3848	33561.71148
3849	33559.47733
3850	33553.17308
3851	33547.11459
3852	33545.27345
3853	33543.53974
3854	33540.68312
3855	33540.37745
3856	33539.58799
3857	33538.48499
3858	33536.5765
3859	33535.03642
3860	33531.58626
3861	33531.09856
3862	33530.31926
3863	33527.40528
3864	33526.01545
3865	33524.93893
3866	33524.46947
3867	33524.19551
3868	33522.06507
3869	33520.12673
3870	33518.56056
3871	33518.23152
3872	33517.12208
3873	33516.83612
3874	33515.68573
3875	33514.67409
3876	33513.05131
3877	33511.72953
3878	33511.64415
3879	33507.19424
3880	33505.36834
3881	33501.94855
3882	33500.31906
3883	33492.04799
3884	33491.08529
3885	33490.73602
3886	33489.80177
3887	33487.94217
3888	33484.9048
3889	33482.49848
3890	33481.96429
3891	33475.79598
3892	33474.28991
3893	33471.63541
3894	33471.08873
3895	33465.30197
3896	33464.55747
3897	33463.50294
3898	33462.287
3899	33458.60254
3900	33457.03254
3901	33454.78671
3902	33453.8093
3903	33453.5619
3904	33453.49346
3905	33453.12655
3906	33452.12178
3907	33451.00176
3908	33448.08678
3909	33446.38778
3910	33441.41181
3911	33440.61768
3912	33438.71898
3913	33433.34883
3914	33431.61884
3915	33430.42508
3916	33429.63113
3917	33428.99927
3918	33427.87004
3919	33427.26725
3920	33427.15115
3921	33425.32059
3922	33424.17246
3923	33423.17883
3924	33422.04288
3925	33421.12524
3926	33420.34644
3927	33419.90345
3928	33419.01152
3929	33416.94759
3930	33416.76224
3931	33415.44306
3932	33412.8229
3933	33412.54825
3934	33412.34089
3935	33408.05155
3936	33403.96086
3937	33400.54787
3938	33400.3324
3939	33399.8173
3940	33397.45027
3941	33393.1261
3942	33393.00906
3943	33391.86463
3944	33390.84973
3945	33390.46229
3946	33382.69378
3947	33376.33363
3948	33375.89043
3949	33375.36721
3950	33373.50243
3951	33366.25646
3952	33366.01299
3953	33365.1628
3954	33364.86669
3955	33363.46026
3956	33361.20871
3957	33359.7702
3958	33357.4867
3959	33355.56388
3960	33353.95439
3961	33349.28705
3962	33348.53061
3963	33347.77752
3964	33345.21881
3965	33344.97137
3966	33344.1642
3967	33343.12885
3968	33342.02141
3969	33337.61105
3970	33337.45706
3971	33336.18174
3972	33333.99198
3973	33330.65514
3974	33329.5949
3975	33328.84744
3976	33323.74871
3977	33322.38134
3978	33320.42859
3979	33319.6631
3980	33313.37285
3981	33310.88185
3982	33308.89614
3983	33306.10274
3984	33304.35448
3985	33299.51637
3986	33298.19323
3987	33297.35714
3988	33295.50511
3989	33295.43081
3990	33295.01824
3991	33294.60624
3992	33293.30407
3993	33292.53172
3994	33292.33723
3995	33286.21004
3996	33283.52312
3997	33283.0625
3998	33281.68913
3999	33279.09349
4000	33276.87364
4001	33275.16251
4002	33273.26735
4003	33272.12381
4004	33271.4593
4005	33268.7536
4006	33265.24235
4007	33260.85315
4008	33259.996
4009	33257.34573
4010	33256.99305
4011	33255.73897
4012	33255.62309
4013	33255.45817
4014	33252.55914
4015	33252.29967
4016	33251.64796
4017	33248.32593
4018	33247.20192
4019	33244.68255
4020	33242.47957
4021	33241.53945
4022	33235.73981
4023	33233.22288
4024	33230.17333
4025	33228.53226
4026	33227.53793
4027	33227.2675
4028	33224.12371
4029	33221.80062
4030	33218.81412
4031	33218.18381
4032	33214.76262
4033	33213.52225
4034	33212.447
4035	33210.70206
4036	33208.48524
4037	33207.52064
4038	33205.76414
4039	33205.57504
4040	33204.15559
4041	33202.74456
4042	33200.53794
4043	33198.58958
4044	33196.80915
4045	33196.32076
4046	33195.98184
4047	33195.28239
4048	33193.76771
4049	33192.23351
4050	33191.2391
4051	33188.93989
4052	33188.89956
4053	33187.84026
4054	33184.444
4055	33182.26732
4056	33179.33209
4057	33176.94921
4058	33176.87118
4059	33174.83311
4060	33171.04308
4061	33169.89768
4062	33169.03806
4063	33168.77226
4064	33168.28165
4065	33165.54789
4066	33164.97059
4067	33163.06768
4068	33161.65672
4069	33160.97105
4070	33160.65328
4071	33160.49742
4072	33160.30034
4073	33160.20115
4074	33159.67128
4075	33159.57495
4076	33159.1561
4077	33156.86034
4078	33154.15613
4079	33153.10241
4080	33152.26909
4081	33151.26044
4082	33147.97741
4083	33144.27145
4084	33144.25821
4085	33143.96755
4086	33142.95556
4087	33138.87869
4088	33133.89657
4089	33133.52075
4090	33131.5076
4091	33130.99589
4092	33130.6897
4093	33129.94089
4094	33129.30569
4095	33129.02423
4096	33128.69385
4097	33126.58715
4098	33125.05666
4099	33124.41662
4100	33123.16836
4101	33114.80321
4102	33113.8096
4103	33111.46436
4104	33110.6172
4105	33106.12718
4106	33105.65945
4107	33099.10365
4108	33095.51524
4109	33094.25178
4110	33093.39602
4111	33091.25414
4112	33085.90076
4113	33085.4396
4114	33084.73423
4115	33083.11208
4116	33079.26246
4117	33079.25279
4118	33074.58808
4119	33074.42249
4120	33068.75895
4121	33068.26712
4122	33067.19323
4123	33065.40606
4124	33061.40436
4125	33060.20877
4126	33059.94011
4127	33057.55972
4128	33057.38191
4129	33056.67607
4130	33055.05512
4131	33054.26021
4132	33051.90021
4133	33051.62343
4134	33049.25995
4135	33045.46611
4136	33044.21204
4137	33043.59738
4138	33042.02325
4139	33040.14608
4140	33038.08611
4141	33034.57941
4142	33033.65156
4143	33031.69861
4144	33029.89642
4145	33029.26216
4146	33025.40197
4147	33024.51626
4148	33022.46925
4149	33020.3246
4150	33018.05133
4151	33015.94371
4152	33015.32451
4153	33013.96192
4154	33011.98466
4155	33008.58351
4156	33007.35758
4157	32999.95735
4158	32999.8905
4159	32999.34998
4160	32998.32719
4161	32998.01917
4162	32992.55878
4163	32992.21401
4164	32991.84647
4165	32990.78991
4166	32989.28859
4167	32987.51872
4168	32982.93155
4169	32982.87793
4170	32979.43137
4171	32975.79316
4172	32975.02845
4173	32971.35247
4174	32970.54841
4175	32969.91772
4176	32968.86927
4177	32967.34218
4178	32963.36456
4179	32962.13946
4180	32961.6902
4181	32956.61015
4182	32955.3508
4183	32950.03981
4184	32949.01732
4185	32946.49335
4186	32946.26421
4187	32945.75566
4188	32945.62715
4189	32944.80446
4190	32937.88399
4191	32937.58269
4192	32935.49764
4193	32935.38509
4194	32933.68926
4195	32933.59001
4196	32933.2869
4197	32933.23072
4198	32932.84375
4199	32930.11794
4200	32929.1008
4201	32928.95483
4202	32927.77043
4203	32926.97617
4204	32926.91128
4205	32926.22079
4206	32924.63198
4207	32923.53393
4208	32920.30139
4209	32918.81654
4210	32916.76414
4211	32915.30139
4212	32914.71994
4213	32907.90053
4214	32907.30114
4215	32905.8492
4216	32904.88174
4217	32898.86685
4218	32898.63958
4219	32894.34654
4220	32893.89861
4221	32893.24221
4222	32892.92218
4223	32891.60162
4224	32891.40288
4225	32886.66176
4226	32884.05035
4227	32883.12751
4228	32881.58699
4229	32880.60621
4230	32880.37379
4231	32879.67383
4232	32879.07065
4233	32877.05891
4234	32875.01219
4235	32874.34109
4236	32873.63125
4237	32869.55699
4238	32869.40335
4239	32868.76292
4240	32866.45304
4241	32866.17188
4242	32864.8432
4243	32864.30446
4244	32860.96752
4245	32859.43891
4246	32859.16336
4247	32858.68135
4248	32856.86597
4249	32854.94635
4250	32853.23043
4251	32852.8176
4252	32852.19746
4253	32851.30816
4254	32850.89787
4255	32848.62256
4256	32847.57875
4257	32846.58919
4258	32841.97519
4259	32839.62274
4260	32834.18518
4261	32833.84548
4262	32831.72673
4263	32828.09422
4264	32827.65993
4265	32827.63965
4266	32826.99777
4267	32824.98419
4268	32824.81035
4269	32824.55526
4270	32818.20659
4271	32817.92134
4272	32816.48165
4273	32816.41001
4274	32816.23161
4275	32814.52952
4276	32813.83757
4277	32813.77252
4278	32812.27973
4279	32810.49458
4280	32809.83662
4281	32809.23573
4282	32808.52853
4283	32807.57103
4284	32807.22947
4285	32806.75903
4286	32803.14265
4287	32803.11902
4288	32802.92217
4289	32801.67839
4290	32799.89092
4291	32798.02329
4292	32796.93926
4293	32796.56915
4294	32787.25147
4295	32787.23544
4296	32787.03923
4297	32786.79312
4298	32786.69557
4299	32786.52727
4300	32785.55256
4301	32785.07139
4302	32781.59308
4303	32779.02404
4304	32778.561
4305	32775.15644
4306	32774.63998
4307	32773.35734
4308	32773.22697
4309	32771.23707
4310	32770.86606
4311	32770.77074
4312	32769.63381
4313	32768.75256
4314	32767.32975
4315	32767.0038
4316	32765.05557
4317	32764.56377
4318	32763.38381
4319	32763.2214
4320	32762.06569
4321	32761.51313
4322	32756.7879
4323	32755.92306
4324	32754.49346
4325	32754.05356
4326	32752.14853
4327	32751.90329
4328	32750.32925
4329	32747.19132
4330	32746.98356
4331	32746.20123
4332	32744.3308
4333	32741.33176
4334	32730.03586
4335	32729.7259
4336	32728.77335
4337	32726.9072
4338	32725.71759
4339	32725.49585
4340	32724.02667
4341	32719.16075
4342	32717.1034
4343	32716.18169
4344	32711.94616
4345	32707.95384
4346	32706.34708
4347	32706.11458
4348	32704.72092
4349	32704.35954
4350	32703.87283
4351	32703.091
4352	32702.2119
4353	32700.58773
4354	32698.80957
4355	32697.67942
4356	32696.92467
4357	32696.06518
4358	32695.41158
4359	32695.36749
4360	32695.26979
4361	32693.31011
4362	32689.38197
4363	32688.82173
4364	32687.9582
4365	32687.1816
4366	32686.3854
4367	32679.76836
4368	32679.32038
4369	32678.97706
4370	32675.77379
4371	32674.16402
4372	32671.67519
4373	32670.60128
4374	32670.27731
4375	32670.18893
4376	32669.74218
4377	32668.59649
4378	32666.63506
4379	32666.5199
4380	32663.80576
4381	32663.76703
4382	32663.42191
4383	32659.39041
4384	32655.33785
4385	32654.76096
4386	32654.19437
4387	32647.31146
4388	32646.19402
4389	32645.72013
4390	32645.45194
4391	32645.37421
4392	32644.73269
4393	32643.51716
4394	32643.1
4395	32643.02983
4396	32641.56178
4397	32640.13743
4398	32639.99386
4399	32639.88342
4400	32639.11516
4401	32636.84377
4402	32635.71304
4403	32635.30587
4404	32634.91031
4405	32633.35205
4406	32631.1593
4407	32630.36968
4408	32629.09673
4409	32628.33687
4410	32628.1371
4411	32627.90379
4412	32627.4892
4413	32627.39745
4414	32625.54549
4415	32624.95114
4416	32623.16716
4417	32618.56424
4418	32618.03378
4419	32617.78316
4420	32617.63723
4421	32617.31226
4422	32616.29771
4423	32614.90204
4424	32610.96477
4425	32609.89918
4426	32608.2364
4427	32605.91656
4428	32605.27101
4429	32605.12603
4430	32599.65439
4431	32593.48977
4432	32591.08018
4433	32586.26916
4434	32585.44761
4435	32585.39334
4436	32585.2501
4437	32584.91506
4438	32583.05562
4439	32581.34378
4440	32581.3051
4441	32580.45667
4442	32575.49302
4443	32574.70789
4444	32574.30937
4445	32573.22694
4446	32572.0232
4447	32568.89665
4448	32567.81701
4449	32567.58304
4450	32567.41795
4451	32566.79485
4452	32566.53592
4453	32564.48941
4454	32561.30031
4455	32558.18842
4456	32556.89646
4457	32556.2143
4458	32554.56025
4459	32553.39772
4460	32552.99969
4461	32550.7578
4462	32545.97935
4463	32545.46324
4464	32545.3439
4465	32544.88905
4466	32542.20428
4467	32541.72329
4468	32541.09468
4469	32539.12597
4470	32538.38762
4471	32537.83927
4472	32536.21291
4473	32535.99446
4474	32535.02525
4475	32534.04174
4476	32531.82764
4477	32529.46044
4478	32528.24892
4479	32527.17557
4480	32522.934
4481	32522.41264
4482	32522.38688
4483	32522.36028
4484	32521.65253
4485	32521.50378
4486	32520.59027
4487	32519.42724
4488	32518.44263
4489	32517.55585
4490	32514.24576
4491	32512.77098
4492	32512.3967
4493	32511.61362
4494	32507.01939
4495	32502.65791
4496	32499.64299
4497	32499.18448
4498	32498.19729
4499	32497.79325
4500	32497.53054
4501	32496.83707
4502	32492.77251
4503	32491.56141
4504	32489.76011
4505	32488.65908
4506	32487.94951
4507	32487.3087
4508	32486.51249
4509	32482.61936
4510	32482.41041
4511	32481.87791
4512	32480.6092
4513	32480.472
4514	32480.41029
4515	32480.35505
4516	32474.701
4517	32472.68379
4518	32472.1426
4519	32470.27605
4520	32468.91148
4521	32466.88444
4522	32465.66512
4523	32465.36186
4524	32463.5787
4525	32462.11779
4526	32461.25631
4527	32460.93037
4528	32460.56152
4529	32459.70043
4530	32457.3036
4531	32456.68531
4532	32455.62142
4533	32451.19406
4534	32450.7242
4535	32448.45431
4536	32447.08807
4537	32446.44247
4538	32443.42267
4539	32442.90185
4540	32441.77848
4541	32438.62012
4542	32437.84962
4543	32437.72446
4544	32436.84658
4545	32436.64369
4546	32434.51662
4547	32433.89498
4548	32428.8966
4549	32428.37443
4550	32427.81704
4551	32427.14843
4552	32426.50262
4553	32422.3526
4554	32422.07823
4555	32421.49944
4556	32421.40636
4557	32419.95862
4558	32419.90016
4559	32419.08312
4560	32417.51766
4561	32412.5377
4562	32410.92353
4563	32409.87267
4564	32407.34493
4565	32405.93893
4566	32404.75433
4567	32404.67348
4568	32403.72147
4569	32402.55783
4570	32399.51386
4571	32399.23217
4572	32398.31549
4573	32396.44879
4574	32393.58233
4575	32390.57492
4576	32389.3314
4577	32388.40328
4578	32387.56167
4579	32386.43917
4580	32386.18143
4581	32385.87814
4582	32384.0315
4583	32383.96738
4584	32383.16565
4585	32380.58712
4586	32379.66035
4587	32376.7307
4588	32374.88142
4589	32374.62459
4590	32373.6218
4591	32372.14804
4592	32371.70214
4593	32369.8252
4594	32369.48137
4595	32368.12843
4596	32367.98641
4597	32367.7123
4598	32366.13933
4599	32365.62195
4600	32365.54933
4601	32363.25549
4602	32361.04808
4603	32357.36905
4604	32355.83262
4605	32349.81714
4606	32349.77705
4607	32349.52567
4608	32346.76734
4609	32346.66219
4610	32345.1943
4611	32343.87767
4612	32342.52951
4613	32341.6357
4614	32339.04608
4615	32338.39338
4616	32335.17014
4617	32334.96915
4618	32334.16451
4619	32334.05077
4620	32332.735
4621	32332.01152
4622	32331.76382
4623	32330.85505
4624	32330.04414
4625	32327.69025
4626	32327.67732
4627	32323.45003
4628	32320.46154
4629	32319.56469
4630	32316.5048
4631	32315.63722
4632	32315.2014
4633	32314.42053
4634	32314.20904
4635	32313.41971
4636	32311.77301
4637	32307.1968
4638	32306.5939
4639	32304.07357
4640	32303.9443
4641	32302.27628
4642	32301.64469
4643	32300.67006
4644	32299.97042
4645	32299.93363
4646	32299.19711
4647	32298.0697
4648	32296.96856
4649	32294.08414
4650	32289.307
4651	32288.29426
4652	32285.01068
4653	32284.3918
4654	32282.43562
4655	32282.40409
4656	32281.65326
4657	32280.5325
4658	32280.30234
4659	32276.69391
4660	32275.65684
4661	32275.43203
4662	32269.73598
4663	32268.38315
4664	32267.82074
4665	32265.70532
4666	32261.46777
4667	32260.25283
4668	32259.75519
4669	32257.63905
4670	32255.9351
4671	32254.72172
4672	32252.10307
4673	32250.12259
4674	32249.68561
4675	32246.51368
4676	32246.43686
4677	32246.17727
4678	32245.92713
4679	32245.42997
4680	32243.69415
4681	32240.84967
4682	32239.99097
4683	32239.40968
4684	32239.39745
4685	32238.41955
4686	32237.42204
4687	32233.91857
4688	32233.81127
4689	32232.79966
4690	32232.78013
4691	32232.52165
4692	32231.75244
4693	32226.39406
4694	32226.03959
4695	32225.83945
4696	32224.26799
4697	32224.22307
4698	32223.90825
4699	32223.11574
4700	32221.4803
4701	32220.468
4702	32220.35891
4703	32218.96499
4704	32217.05176
4705	32216.87712
4706	32216.05421
4707	32215.22109
4708	32212.16446
4709	32212.11943
4710	32209.29203
4711	32208.1704
4712	32207.5817
4713	32205.10613
4714	32202.04264
4715	32201.91326
4716	32200.14796
4717	32198.26218
4718	32191.01763
4719	32190.63317
4720	32190.55624
4721	32189.9219
4722	32188.96367
4723	32188.88119
4724	32188.60461
4725	32187.90999
4726	32186.92391
4727	32185.2302
4728	32184.79085
4729	32184.13207
4730	32179.41638
4731	32179.17204
4732	32178.69747
4733	32178.61183
4734	32177.32872
4735	32175.29267
4736	32172.93093
4737	32171.78261
4738	32171.11184
4739	32168.21896
4740	32167.82334
4741	32165.61004
4742	32165.40945
4743	32162.02726
4744	32161.72981
4745	32161.35706
4746	32161.23794
4747	32158.87221
4748	32155.89139
4749	32154.23113
4750	32153.64218
4751	32153.01958
4752	32151.28535
4753	32149.96949
4754	32147.61447
4755	32147.46356
4756	32145.72127
4757	32143.66682
4758	32140.83536
4759	32138.85351
4760	32138.12225
4761	32137.70433
4762	32135.42707
4763	32135.26488
4764	32133.97999
4765	32131.84211
4766	32131.64112
4767	32131.44518
4768	32131.05341
4769	32128.42086
4770	32127.39124
4771	32124.71276
